certopensystemstorea,cryptacquirecontexta,cryptacquirecontextw,cryptcreatehash,cryptdecrypt,cryptencrypt,cryptexportkey,cryptgenkey,crypthashdata,cryptdecodeobjectex,cryptprotectdata,cryptprotectmemory,cryptunprotectdata,cryptunprotectmemory,setunhandledexceptionfilter,rtladdvectoredcontinuehandler,rtladdvectoredexceptionhandler,copyfilea,copyfileexw,copyfilew,createdirectoryexw,createdirectoryw,deletefilew,deviceiocontrol,findfirstfileexa,findfirstfileexw,getfileattributesexw,getfileattributesw,getfileinformationbyhandle,getfileinformationbyhandleex,getfilesize,getfilesizeex,getfiletype,getshortpathnamew,getsystemdirectorya,getsystemdirectoryw,getsystemwindowsdirectorya,getsystemwindowsdirectoryw,gettemppathw,getvolumenameforvolumemountpointw,getvolumepathnamew,getvolumepathnamesforvolumenamew,movefilewithprogressw,removedirectorya,removedirectoryw,searchpathw,setendoffile,setfileattributesw,setfileinformationbyhandle,setfilepointer,setfilepointerex,ntcreatefile,ntdeletefile,ntdeviceiocontrolfile,ntopendirectoryobject,ntopenfile,ntqueryattributesfile,ntquerydirectoryfile,ntqueryinformationfile,ntreadfile,ntsetinformationfile,ntwritefile,getusernamea,getusernamew,lookupaccountsidw,getcomputernamea,getcomputernamew,getdiskfreespaceexw,getdiskfreespacew,gettimezoneinformation,writeconsolea,writeconsolew,coinitializesecurity,uuidcreate,getusernameexa,getusernameexw,readcabinetstate,shgetfolderpathw,shgetspecialfolderlocation,enumwindows,getcursorpos,getsystemmetrics,netgetjoininformation,netusergetinfo,netusergetlocalgroups,netshareenum,dnsquery_a,getadaptersaddresses,getadaptersinfo,getbestinterfaceex,obtainuseragentstring,urldownloadtofilew,deleteurlcacheentrya,deleteurlcacheentryw,httpopenrequesta,httpopenrequestw,httpqueryinfoa,httpsendrequesta,httpsendrequestw,internetclosehandle,internetconnecta,internetconnectw,internetcrackurla,internetcrackurlw,internetgetconnectedstate,internetgetconnectedstateexa,internetopena,internetopenurla,internetopenurlw,internetopenw,internetqueryoptiona,internetreadfile,internetsetoptiona,internetsetstatuscallback,getaddrinfow,wsarecv,wsasend,wsasocketa,wsasocketw,wsastartup,accept,bind,closesocket,connect,getaddrinfo,gethostbyname,getsockname,ioctlsocket,listen,recv,recvfrom,select,send,sendto,setsockopt,shutdown,socket,cocreateinstance,coinitializeex,oleinitialize,createprocessinternalw,createremotethread,createthread,createtoolhelp32snapshot,module32firstw,module32nextw,process32firstw,process32nextw,readprocessmemory,thread32first,thread32next,writeprocessmemory,ntallocatevirtualmemory,ntcreatesection,ntcreatethreadex,ntfreevirtualmemory,ntgetcontextthread,ntmapviewofsection,ntopenprocess,ntopensection,ntopenthread,ntprotectvirtualmemory,ntqueueapcthread,ntreadvirtualmemory,ntresumethread,ntsetcontextthread,ntsuspendthread,ntterminateprocess,ntterminatethread,ntunmapviewofsection,ntwritevirtualmemory,rtlcreateuserthread,shellexecuteexw,regclosekey,regcreatekeyexa,regcreatekeyexw,regdeletekeya,regdeletekeyw,regdeletevaluea,regdeletevaluew,regenumkeyexa,regenumkeyexw,regenumkeyw,regenumvaluea,regenumvaluew,regopenkeyexa,regopenkeyexw,regqueryinfokeya,regqueryinfokeyw,regqueryvalueexa,regqueryvalueexw,regsetvalueexa,regsetvalueexw,ntcreatekey,ntdeletekey,ntdeletevaluekey,ntenumeratekey,ntenumeratevaluekey,ntopenkey,ntopenkeyex,ntquerykey,ntqueryvaluekey,ntsetvaluekey,findresourcea,findresourceexa,findresourceexw,findresourcew,loadresource,sizeofresource,controlservice,createservicea,deleteservice,enumservicesstatusa,openscmanagera,openscmanagerw,openservicea,openservicew,startservicea,startservicew,getsystemtimeasfiletime,ntcreatemutant,ntdelayexecution,timegettime,lookupprivilegevaluew,getnativesysteminfo,getsysteminfo,isdebuggerpresent,outputdebugstringa,seterrormode,ldrgetdllhandle,ldrgetprocedureaddress,ldrloaddll,ldrunloaddll,ntclose,ntduplicateobject,rtlcompressbuffer,rtldecompressbuffer,rtldecompressfragment,exitwindowsex,getasynckeystate,getkeystate,getkeyboardstate,sendnotifymessagew,setwindowshookexa,setwindowshookexw,unhookwindowshookex,drawtextexa,drawtextexw,findwindowa,findwindowexa,findwindowexw,findwindoww,getforegroundwindow,loadstringa,loadstringw,messageboxtimeouta,messageboxtimeoutw,couninitialize,ntopenmutant,ntquerysysteminformation,globalmemorystatus,globalmemorystatusex,setfiletime,getfileversioninfosizew,getfileversioninfow,createactctxw,cogetclassobject,cocreateinstanceex,iwbemservices_execquery,setstdhandle,registerhotkey,createjobobjectw,setinformationjobobject,createremotethreadex,iwbemservices_execmethod,wnetgetprovidernamew,target
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,42,0,0,0,0,40,0,0,0,0,0,0,1,0,0,0,1,0,1,0,141,0,0,0,0,7,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,1,0,3,0,0,0,5,100,16,2,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Worms
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,6,0,2,0,2,0,3,0,0,0,0,0,3,0,4,0,0,0,14,0,0,0,0,0,0,0,26,0,0,0,6,24,0,0,1,6,0,0,0,0,0,0,0,5,0,0,5,0,0,0,19,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,5,96,13,7,40,0,0,0,0,0,0,0,0,0,1,0,1,0,15,0,0,0,0,3,6,7,0,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,Backdoor
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,7,0,6,0,0,0,0,1,0,9,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,19,0,7,1,3,0,82,3,3,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,9,0,9,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,4,0,0,0,0,0,240,0,0,0,57,1,1,12,0,1,241,0,0,59,0,0,4,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,0,11,5,0,0,12,3,8,1,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,2,383,0,0,0,3,0,0,0,37,456,32,0,102,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,13,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Backdoor
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,6,0,2,1,0,1,0,4,1,0,0,0,2,4,2,0,1,0,1,0,0,0,0,0,5,0,0,0,6,0,1,3,0,0,0,1,2,0,0,0,1,0,0,3,0,4,0,0,0,75,6,7,0,0,0,0,0,0,0,0,0,8,52,0,6,37,51,10,2,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,2,155,21,8,107,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Downloader
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,24,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,2,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Backdoor
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,308,0,308,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,309,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Downloader
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,3,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,2,0,12,0,3,1,1,0,4,0,0,0,0,0,3,0,2,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,8,11,0,1,17,5,0,0,0,0,0,0,0,7,0,0,9,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,5,11,187,11,6,28,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Worms
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,685,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,33,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,26,0,0,0,1,140,0,0,0,5,0,0,0,0,0,0,0,5,0,0,2,0,2,0,32,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,361,19,0,38,0,0,0,0,0,0,7,0,0,0,0,0,42,5,0,0,0,0,0,54,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Backdoor
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,0,0,0,4,5,0,1,0,2,5,0,0,4,0,10,0,4,0,8,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,43,0,33,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,20,2,0,8,0,8,3,18,0,0,0,0,0,0,0,3,0,5,0,0,1,141,0,0,0,0,0,0,0,0,2,0,8,5,259,0,4,1,233,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,2,0,0,10,6,125,17,4,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,4,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Worms
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,1,0,64,2,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,171,0,1,0,171,0,0,0,170,0,0,0,1,171,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,12,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113,0,4,0,0,0,0,0,0,0,0,0,2,115,0,0,2,123,1,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0,0,0,0,72,21,0,640,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Worms
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,25,2,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,18,133,6,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,52,0,0,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,Downloader
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,23,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,13,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,28,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,5,1,0,1,0,0,0,2,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,10,0,0,0,27,1,1,8,0,4,0,4,2,0,0,0,1,0,0,3,0,4,0,0,0,103,25,7,1,0,0,0,4,0,0,0,0,27,45,0,0,81,45,16,2,0,0,0,0,0,8,0,2,1,0,0,6,9,0,7,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,6,9,161,27,12,125,5,0,0,0,0,0,3,0,0,2,0,2,0,4,0,0,0,0,0,8,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Downloader
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,6,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,21,0,2,3,2,0,1,0,0,24,0,0,5,0,3,3,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,9,3,0,0,4,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,2,1,0,0,1,222,14,2,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Backdoor
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,13,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,5,1,15,5,1,5,0,0,0,4,0,0,0,0,6,4,2,0,0,0,1,0,0,0,0,0,5,0,0,0,8,0,0,6,0,0,0,2,2,0,0,0,0,0,0,3,0,4,0,0,0,90,10,7,0,0,0,0,0,0,0,0,0,10,52,0,6,45,51,10,2,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6,1,0,0,0,0,0,0,0,4,5,241,36,53,223,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Downloader
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,120,9,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Downloader
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,115,0,14,0,1,1,1,2,1,4,1,0,7,1,5,0,8,0,9,0,1,1,4,0,2,0,143,0,0,0,0,0,127,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,1,2,0,0,0,0,0,0,0,0,0,0,0,49,2,0,1,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,222,24,0,34,0,41,0,0,0,0,0,0,92,101,0,0,7,71,43,0,0,0,0,0,0,10,0,0,8,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,40,2,6833,0,0,1,1,0,0,33,7,120,30,12,322,6,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,20,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Spyware
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,32768,0,0,0,0,1,1,0,0,0,0,0,0,1,1,32767,0,20,0,65536,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,3,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,2,0,0,27,4,103,21,1,32773,0,0,0,0,0,16190,0,0,0,1,0,0,0,2,1,0,0,1,3238,4,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,Worms
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,1,0,0,0,0,0,0,0,6,0,0,4,0,3,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,28,9,5,9,0,0,0,0,0,0,0,0,0,2,0,0,0,23,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Backdoor
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,1,5,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,10,2,4,0,0,1,0,0,0,0,0,0,1,10,0,0,1,8,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,13,10,1,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spyware
